"relative_path","classification","v2_sha256","v1_sha256"
"skills\useful-skills\update_test.md","SAME","9E5C6FEFD57D0BFE3E696820035E77A7B1AD2EE7677E6D76B341E76A14421C1F","9E5C6FEFD57D0BFE3E696820035E77A7B1AD2EE7677E6D76B341E76A14421C1F"
"skills\useful-skills\skills\versions\index.d.mts","SAME","3EE4E0E4AB0CCD7EF1B098558C57E58BF38EA02E2825BAC1CBE10274DF881034","3EE4E0E4AB0CCD7EF1B098558C57E58BF38EA02E2825BAC1CBE10274DF881034"
"contract-kit-v17\src\blockchain_audit\issue_detector.py","SAME","5EA410F72DFD526FAF35894394A5C61E74362F28F3B229F73388F0C713CB0D9B","5EA410F72DFD526FAF35894394A5C61E74362F28F3B229F73388F0C713CB0D9B"
"skills\useful-skills\tsserverlibrary.js","SAME","645B308021CA69F5C306A838CB58BA9C36C7874D5A4368E418B32544C4B3A613","645B308021CA69F5C306A838CB58BA9C36C7874D5A4368E418B32544C4B3A613"
"contract-kit-v17\INTERACTIVE_ROADMAP.legacy-v1.md","SAME","D834166B72CF4A0F4B862ADEF7AD3359ECD9C7094CFDA313FC3673376AB57264","D834166B72CF4A0F4B862ADEF7AD3359ECD9C7094CFDA313FC3673376AB57264"
"contract-kit-v17\src\webui\panels\hermes.js","SAME","EFCBED429C9AD20DB81A74BD07BCA7BAC4C04A20968B47B3FD7A7B36C32488A1","EFCBED429C9AD20DB81A74BD07BCA7BAC4C04A20968B47B3FD7A7B36C32488A1"
"contract-kit-v17\src\webui\hub\routers\permissions.py","SAME","6EB89A59D3C882A27258414D6C64786D788438374F4F380D7C1D7B99C01AA7EC","6EB89A59D3C882A27258414D6C64786D788438374F4F380D7C1D7B99C01AA7EC"
"contract-kit-v17\src\webui\hub\routers\runtime.py","SAME","83DE0605074AEA157ECB6E3AC1116D3AF2C722FD8CCE556E57A376404899A581","83DE0605074AEA157ECB6E3AC1116D3AF2C722FD8CCE556E57A376404899A581"
"contract-kit-v17\tests\integration\test_runtime_provider_integration.py","SAME","70144FC26024EA52F36DC600093B07E82ED134E38631328BF01F8DF524343DEC","70144FC26024EA52F36DC600093B07E82ED134E38631328BF01F8DF524343DEC"
"contract-kit-v17\docs\05_KILOCODE_VSIX.md","SAME","3D570187C66B1A4E9722AF32E50C67330A63059F2D293C94D307A92C55F27CE7","3D570187C66B1A4E9722AF32E50C67330A63059F2D293C94D307A92C55F27CE7"
"skills\useful-skills\skill\skill.test.ts","SAME","77B9470FEA24306A0BBBE6686D76E0804915AB7BF70DC2C4419F241E4C69A4C3","77B9470FEA24306A0BBBE6686D76E0804915AB7BF70DC2C4419F241E4C69A4C3"
"skills\useful-skills\skills-modal.tsx","SAME","17E59335CB5BAE9B9B89616A25C1082E4E282543C848C2F606B1C9486574EA2E","17E59335CB5BAE9B9B89616A25C1082E4E282543C848C2F606B1C9486574EA2E"
"skills\useful-skills\default-tools.md","SAME","F837F824A6B60C62DE767B374F2F8F08177099ADFAFDE8AA04B4E7096A45319F","F837F824A6B60C62DE767B374F2F8F08177099ADFAFDE8AA04B4E7096A45319F"
"agentic-truth\AGENTIC_TRUTH_GATES_V57_V78.md","SAME","F854733C4EF3877FA073D2DC91B99E512C5BDB515B983924995C297351ADD0C1","F854733C4EF3877FA073D2DC91B99E512C5BDB515B983924995C297351ADD0C1"
"skills\useful-skills\fix_skills_research.py","SAME","4416B215B19AB7E46CB247A1251DEEB04E98FFC2E3CFD09525C3186E35FDED0F","4416B215B19AB7E46CB247A1251DEEB04E98FFC2E3CFD09525C3186E35FDED0F"
"skills\useful-skills\agent_skills_p1.py","SAME","8F3FE2194335BECC8433CE81D1013A09464B8CDCFBF9CA96F45BDB1A7434FC9D","8F3FE2194335BECC8433CE81D1013A09464B8CDCFBF9CA96F45BDB1A7434FC9D"
"contract-kit-v17\src\webui\hub\routers\providers.py","SAME","DFE2F39DB1B58AB3958ED7155D10AA29096AC0B36EC6F8791EE10F3D84DEF6CF","DFE2F39DB1B58AB3958ED7155D10AA29096AC0B36EC6F8791EE10F3D84DEF6CF"
"skills\useful-skills\skills\create-pull-request\SKILL.md","SAME","1D49400F76874CA05A277397E510A77C7CAD68AC7477638B1C39D4E3E17D99F9","1D49400F76874CA05A277397E510A77C7CAD68AC7477638B1C39D4E3E17D99F9"
"contract-kit-v17\src\webui\hub\auth.py","SAME","DE2761F272EF4574076689E4D1E1488C245FBBCC9CD013EC5EE5FA631C4751C6","DE2761F272EF4574076689E4D1E1488C245FBBCC9CD013EC5EE5FA631C4751C6"
"contract-kit-v17\src\runtime\settings_canonical.py","SAME","F8D19F3A29071F8734BA7DFD586BE649C41672089682528D9C380081807955B8","F8D19F3A29071F8734BA7DFD586BE649C41672089682528D9C380081807955B8"
"skills\useful-skills\skills\skills.ts","SAME","AF0321D2CE507F5BEAA01059BC2DDAB14CF561B92C07EC909C9747B606703EA0","AF0321D2CE507F5BEAA01059BC2DDAB14CF561B92C07EC909C9747B606703EA0"
"skills\useful-skills\index.d.mts","SAME","3DC8D80EAFB9EA651959D153DCF33C92EB36FE493A0F44FD384621E6B5E19F29","3DC8D80EAFB9EA651959D153DCF33C92EB36FE493A0F44FD384621E6B5E19F29"
"contract-kit-v17\.gitignore","SAME","D57C5C9DFF1D26644F097CBA51A08DBBFD4ACFF83F89B99F05F7C99C03EB505A","D57C5C9DFF1D26644F097CBA51A08DBBFD4ACFF83F89B99F05F7C99C03EB505A"
"skills\useful-skills\skills\__tests__\SkillsManager.spec.ts","SAME","E5F5DE2E1E46D34A0263BF79CCA540B7D706C389F46444FA4667C39F6038D605","E5F5DE2E1E46D34A0263BF79CCA540B7D706C389F46444FA4667C39F6038D605"
"contract-kit-v17\src\webui\panels\zeroclaw.js","SAME","6BA78AE4C355267888EC5FF8DE9EFA62259D53A469D392B2D7BC5A31AA3BBCF3","6BA78AE4C355267888EC5FF8DE9EFA62259D53A469D392B2D7BC5A31AA3BBCF3"
"contract-kit-v17\tests\e2e\test_blockchain_audit.py","SAME","15F8272502E95ADFF81C49E17C44D81CCF41F54E03E95DA6E5EE071BC044731C","15F8272502E95ADFF81C49E17C44D81CCF41F54E03E95DA6E5EE071BC044731C"
"skills\useful-skills\utils\dependency.py","SAME","033129FC615876C7F6A561ABDB6E4BFFB02D79CE8B3CA40DF1DAE58B7786A422","033129FC615876C7F6A561ABDB6E4BFFB02D79CE8B3CA40DF1DAE58B7786A422"
"skills\useful-skills\skillsMessageHandler.ts","SAME","5B22C8E9251AD59474064E872F0ECCD09A62F7729B9170761CEE8D46BB5D4577","5B22C8E9251AD59474064E872F0ECCD09A62F7729B9170761CEE8D46BB5D4577"
"skills\useful-skills\docs-style\SKILL.md","SAME","130F0EFBE0B23968E79DD1965B58DF38676FB52E66B416FDCA5CDDA6F3DC9A34","130F0EFBE0B23968E79DD1965B58DF38676FB52E66B416FDCA5CDDA6F3DC9A34"
"contract-kit-v17\KILOCODE_HANDOFF_FOR_WINDSURF.md","SAME","1C20B65CE057EA7BA7131435AA0D1720C66FFB812D1A957E2F2600C28DB66403","1C20B65CE057EA7BA7131435AA0D1720C66FFB812D1A957E2F2600C28DB66403"
"skills\useful-skills\skills.d.ts","SAME","6CF7970C993060D9E68172B1395A5CAB6743865E268E7264CA5CDDBE65EA3191","6CF7970C993060D9E68172B1395A5CAB6743865E268E7264CA5CDDBE65EA3191"
"contract-kit-v17\src\hermes\__init__.py","SAME","BFE490ADA3C966BE951B61D71A57F9CBCDA1A81D1368B0B27B055B7D5787FF2B","BFE490ADA3C966BE951B61D71A57F9CBCDA1A81D1368B0B27B055B7D5787FF2B"
"skills\useful-skills\skills\codereview-roasted.md","SAME","AA2C7B3CD65C11CED03F96C8E1862E8530C71DA0F694C4DAC485DCC2D2868210","AA2C7B3CD65C11CED03F96C8E1862E8530C71DA0F694C4DAC485DCC2D2868210"
"contract-kit-v17\src\webui\hub\config.py","SAME","ED74B460BADF31717D0B6ED62DEF60542D57E12CBFF824085F2438C2177B3197","ED74B460BADF31717D0B6ED62DEF60542D57E12CBFF824085F2438C2177B3197"
"skills\useful-skills\versions\content.js","SAME","5856666426C24CD8F00E846BB2FC8449EC27335B552AF40AE87D98E2DFE64574","5856666426C24CD8F00E846BB2FC8449EC27335B552AF40AE87D98E2DFE64574"
"skills\useful-skills\skills\versions\content.js","SAME","5856666426C24CD8F00E846BB2FC8449EC27335B552AF40AE87D98E2DFE64574","5856666426C24CD8F00E846BB2FC8449EC27335B552AF40AE87D98E2DFE64574"
"skills\useful-skills\agent_skills\file_ops\__init__.py","SAME","18442F34B4B02A1617CD4C216F83F181A6C590F2B5AEE317EC312C78C46B4789","18442F34B4B02A1617CD4C216F83F181A6C590F2B5AEE317EC312C78C46B4789"
"contract-kit-v17\src\webui\panels\openwebui.js","SAME","37913CABD7D302A95CF80FFC79D5498D8630733346E83C37DCD08328345E98F1","37913CABD7D302A95CF80FFC79D5498D8630733346E83C37DCD08328345E98F1"
"contract-kit-v17\docs\01_ECOSYSTEM_OVERVIEW.md","SAME","1D0E5D9CC1B94599F0C70E4BEC4979D2EB5CEA758619B65453523525FE146AAA","1D0E5D9CC1B94599F0C70E4BEC4979D2EB5CEA758619B65453523525FE146AAA"
"contract-kit-v17\src\webui\hub\routers\tasks.py","SAME","53CDE5FCE1D78547385FDD2B8307DD62D9A2D9B1934E1E7BDCCB16B625B54CC9","53CDE5FCE1D78547385FDD2B8307DD62D9A2D9B1934E1E7BDCCB16B625B54CC9"
"skills\useful-skills\skills\index.mjs","SAME","DB4D73232E1581E490091B3FB74B8C10EA3964883A1BB6401903D55E0CDA6140","DB4D73232E1581E490091B3FB74B8C10EA3964883A1BB6401903D55E0CDA6140"
"skills\useful-skills\upcoming-release\SKILL.md","SAME","5B0FEE629F2E84B4EFBD8B486BAB6425C4C39273E24FF510780F1AEF4FC6AF52","5B0FEE629F2E84B4EFBD8B486BAB6425C4C39273E24FF510780F1AEF4FC6AF52"
"contract-kit-v17\src\webui\panels\discord.js","SAME","4728C50370DC62F0076E4DB06A8C3E7CDAEFDD09670FA49D93EC293BD81B60ED","4728C50370DC62F0076E4DB06A8C3E7CDAEFDD09670FA49D93EC293BD81B60ED"
"contract-kit-v17\tests\e2e\test_webui.py","SAME","A92384F40BB26342BBDC662FC284DCF729775D3FAF4AF3D405FB4CBCAA041345","A92384F40BB26342BBDC662FC284DCF729775D3FAF4AF3D405FB4CBCAA041345"
"agentic-truth\AGENT_HANDOFF_PROTOCOL.md","SAME","AD1F4D9D4BDA82369D7EB4F52D427D5EBDE72D74A2E9FAC44E3465D55687D96E","AD1F4D9D4BDA82369D7EB4F52D427D5EBDE72D74A2E9FAC44E3465D55687D96E"
"contract-kit-v17\tests\e2e\test_boot_gate.py","SAME","70BEE15130308F4753461116AAD063D85CADAA556C1155CB0E1643C37E4F7946","70BEE15130308F4753461116AAD063D85CADAA556C1155CB0E1643C37E4F7946"
"contract-kit-v17\PRODUCTION_AUDIT_REPORT.md","SAME","765A500F0EE00AF01619F6516EEB7D4C9126EA7A7B6EABF5BF2B94568BCC6314","765A500F0EE00AF01619F6516EEB7D4C9126EA7A7B6EABF5BF2B94568BCC6314"
"skills\reference\AGENT_SKILLS_AUDIT.md","SAME","8DC949AAD864845AA9F1A43F984FFBB075D89BBC19101A5726219CFDC3C0286D","8DC949AAD864845AA9F1A43F984FFBB075D89BBC19101A5726219CFDC3C0286D"
"contract-kit-v17\src\webui\hub\__init__.py","SAME","6A55455D1376542CDB1288E6AA7E0F5A55BDB74E2FEE9779CF28C4216EF27442","6A55455D1376542CDB1288E6AA7E0F5A55BDB74E2FEE9779CF28C4216EF27442"
"contract-kit-v17\src\webui\requirements_hub.txt","SAME","599273B811B74879CF0C29E075476818F5AEDA2D4D413410A9997171058D035D","599273B811B74879CF0C29E075476818F5AEDA2D4D413410A9997171058D035D"
"skills\useful-skills\versions\index.d.ts","SAME","93AA57C2A0628412ABB487E938C7D85CCFA9C416608CA17DF17E8C935FDC6BDB","93AA57C2A0628412ABB487E938C7D85CCFA9C416608CA17DF17E8C935FDC6BDB"
"contract-kit-v17\ARCHITECTURE.md","SAME","C849BBC295597F4FF78C90B8B1D61AA3E700921753976A650608D62B43C09124","C849BBC295597F4FF78C90B8B1D61AA3E700921753976A650608D62B43C09124"
"contract-kit-v17\src\webui\panels\repairs.js","SAME","D923D23941DF9F2D4C0A21DD5D3A468D1A1F8970035A74CF54FE96506FC99488","D923D23941DF9F2D4C0A21DD5D3A468D1A1F8970035A74CF54FE96506FC99488"
"skills\useful-skills\agent_skills\file_editor\README.md","SAME","254B11783F330DF38F6465D36A27DADAB82428CDD064894291C86DADD3DA601E","254B11783F330DF38F6465D36A27DADAB82428CDD064894291C86DADD3DA601E"
"skills\useful-skills\skillInvocation.spec.ts","SAME","070F131EC634F01BBE2FF16DB5F41DE091E3986D46E088ADBA28E061F552C411","070F131EC634F01BBE2FF16DB5F41DE091E3986D46E088ADBA28E061F552C411"
"skills\useful-skills\skills\address_pr_comments.md","SAME","63D0C4ABBCBF0FE8829CC514B6D680155C0F87CA95D670C32E2194373FE448A0","63D0C4ABBCBF0FE8829CC514B6D680155C0F87CA95D670C32E2194373FE448A0"
"skills\useful-skills\update-sdk\SKILL.md","SAME","7967A47EBB73337817F26950AF4B78D9CF4F4C4DCF6F8C04BDB2D168C30C13E2","7967A47EBB73337817F26950AF4B78D9CF4F4C4DCF6F8C04BDB2D168C30C13E2"
"contract-kit-v17\tests\conftest_blockchain.py","SAME","9AD273FD37481A9DFE41062F63E34B00C7402502BA2C35FF7B6BC246C3CFB917","9AD273FD37481A9DFE41062F63E34B00C7402502BA2C35FF7B6BC246C3CFB917"
"skills\useful-skills\skills.md","SAME","841EF7E15ADF8E5BA3FA46A1B34D11CA078DC0D67BC75AECD2F68E367195CDED","841EF7E15ADF8E5BA3FA46A1B34D11CA078DC0D67BC75AECD2F68E367195CDED"
"agentic-truth\NO_PROGRESS_DETECTION.md","SAME","2D07F581BC18672E63EAEAE44647A7011D5D28F17C722D902A2C37BB8A567D96","2D07F581BC18672E63EAEAE44647A7011D5D28F17C722D902A2C37BB8A567D96"
"contract-kit-v17\requirements.txt","SAME","F512FB34B0E261B29E06A25AE8D4CFCC48273BE2F6E3DF3D9021DFED7E6770CD","F512FB34B0E261B29E06A25AE8D4CFCC48273BE2F6E3DF3D9021DFED7E6770CD"
"contract-kit-v17\docs\kilocode-settings-images\Screenshot_1824.png","SAME","F8DD91EE7EEB67DDE8F01F91E284C74993EB84D52439E46A15D4B88A321A437E","F8DD91EE7EEB67DDE8F01F91E284C74993EB84D52439E46A15D4B88A321A437E"
"contract-kit-v17\tests\unit\test_task_ledger.py","SAME","91D86F09109ADA0F75289C164DFE172CEB5A1E97EB7ADB80D36C068F72451528","91D86F09109ADA0F75289C164DFE172CEB5A1E97EB7ADB80D36C068F72451528"
"skills\useful-skills\skills\content.ts","SAME","905436B6EE1596EEFF63712927199D80EE13A1AFBB66B7A8569659D43906C49E","905436B6EE1596EEFF63712927199D80EE13A1AFBB66B7A8569659D43906C49E"
"skills\useful-skills\skills\cloudflare\SKILL.md","SAME","2A8A4BDD991C34DFF4CF014C7E8F84BB1AA971642A067C4D387CF3746B77B603","2A8A4BDD991C34DFF4CF014C7E8F84BB1AA971642A067C4D387CF3746B77B603"
"contract-kit-v17\docs\kilocode-settings-images\Screenshot_1826.png","SAME","7E87B21A3A44B004654BFEC32C67DAEE5EE5F067AF286B0202C771AF8577004B","7E87B21A3A44B004654BFEC32C67DAEE5EE5F067AF286B0202C771AF8577004B"
"skills\useful-skills\skills\update_pr_description.md","SAME","B4000904BFC4C28B63BC243878FEDDBDF36205A5A1E8F660E0562E0AF16A881A","B4000904BFC4C28B63BC243878FEDDBDF36205A5A1E8F660E0562E0AF16A881A"
"skills\useful-skills\file_editor\README.md","SAME","254B11783F330DF38F6465D36A27DADAB82428CDD064894291C86DADD3DA601E","254B11783F330DF38F6465D36A27DADAB82428CDD064894291C86DADD3DA601E"
"contract-kit-v17\tests\e2e\global-teardown.ts","SAME","41FF5445D009408D1873F6F8EC80C818C6428D8985CF483277F92853CA064805","41FF5445D009408D1873F6F8EC80C818C6428D8985CF483277F92853CA064805"
"contract-kit-v17\KILOCODE_TIPS.md","SAME","1D1F513997B598FAD109132C9ABD01BB578B7B550140669A1BEF83FA697E431E","1D1F513997B598FAD109132C9ABD01BB578B7B550140669A1BEF83FA697E431E"
"skills\useful-skills\agent_skills_p3.py","SAME","54BBDE89B97F28F5C7620CD31BEB904CECDEED12C77AC726173EEBFEF69E9EF2","54BBDE89B97F28F5C7620CD31BEB904CECDEED12C77AC726173EEBFEF69E9EF2"
"skills\useful-skills\skillInvocation.ts","SAME","89CD414A8FC7D98E1AF8799C9A3505D5CDF7A4247BF1B183A52D9F807DEB2A50","89CD414A8FC7D98E1AF8799C9A3505D5CDF7A4247BF1B183A52D9F807DEB2A50"
"skills\useful-skills\bitbucket.md","SAME","A96F4E1FF0A813111160C2B04B89F1C422A762DF5059AAAF6FEBD8CABC319E65","A96F4E1FF0A813111160C2B04B89F1C422A762DF5059AAAF6FEBD8CABC319E65"
"contract-kit-v17\tests\unit\test_hermes_orchestrator.py","SAME","9FEB1C1BB1B3C914D8550A347F8A9ED0882E90596B9966F7B95394696125E8D3","9FEB1C1BB1B3C914D8550A347F8A9ED0882E90596B9966F7B95394696125E8D3"
"skills\useful-skills\skills.json","SAME","7DFB89E1DCB6345C6C20B00A0EE241FCCC86C28DBAD5CFBA468ACD50573C60A4","7DFB89E1DCB6345C6C20B00A0EE241FCCC86C28DBAD5CFBA468ACD50573C60A4"
"skills\useful-skills\index.mjs","SAME","DB4D73232E1581E490091B3FB74B8C10EA3964883A1BB6401903D55E0CDA6140","DB4D73232E1581E490091B3FB74B8C10EA3964883A1BB6401903D55E0CDA6140"
"skills\useful-skills\gitlab.md","SAME","F746DD492F71DFAA752F98ADAA13A1D632F90E90B775C16606F6B2B9C53CBDA3","F746DD492F71DFAA752F98ADAA13A1D632F90E90B775C16606F6B2B9C53CBDA3"
"skills\useful-skills\skills\versions.d.mts","SAME","507C46752B3A3D927F06BA9F80F8F937E08D6D31747F3E865C243E1719C981CB","507C46752B3A3D927F06BA9F80F8F937E08D6D31747F3E865C243E1719C981CB"
"contract-kit-v17\tests\unit\test_kilocode_runtime_sync.py","SAME","F2CDCB9F0D70F75CBEEDDF05CF092919D0F1B8AAB0EF310E0025DFAF6F2C62E4","F2CDCB9F0D70F75CBEEDDF05CF092919D0F1B8AAB0EF310E0025DFAF6F2C62E4"
"skills\useful-skills\skills\index.d.mts","SAME","3DC8D80EAFB9EA651959D153DCF33C92EB36FE493A0F44FD384621E6B5E19F29","3DC8D80EAFB9EA651959D153DCF33C92EB36FE493A0F44FD384621E6B5E19F29"
"contract-kit-v17\tests\e2e\playwright.config.ts","SAME","A6224CD32C9E13F701DC41F3016BFFCF5739F57F188E4BA9312492DA4C88F276","A6224CD32C9E13F701DC41F3016BFFCF5739F57F188E4BA9312492DA4C88F276"
"contract-kit-v17\tests\unit\test_settings_canonical.py","SAME","4A8DACAF81C203E8368B4F8FFF8CD22B3722086557CA3FBB200B7123858FEF67","4A8DACAF81C203E8368B4F8FFF8CD22B3722086557CA3FBB200B7123858FEF67"
"contract-kit-v17\src\webui\dashboard_v1_archive.py","SAME","52E0AABFE96212A85ABDEC3CA7E6DF8C3360F50B80947572FE6B9B1A7C599BB2","52E0AABFE96212A85ABDEC3CA7E6DF8C3360F50B80947572FE6B9B1A7C599BB2"
"skills\useful-skills\skills-loading-state.tsx","SAME","39049BBD5C41BE45EED9F059B119F9ECE6D1E6EB21972DA484A03DF342B69FA9","39049BBD5C41BE45EED9F059B119F9ECE6D1E6EB21972DA484A03DF342B69FA9"
"skills\useful-skills\new 214.txt","SAME","9D2F342360FE293D1B6B1B8FECA6AB6BBB71EAB52F8DA9E2B4B95F2D50AD1DBC","9D2F342360FE293D1B6B1B8FECA6AB6BBB71EAB52F8DA9E2B4B95F2D50AD1DBC"
"skills\useful-skills\check_skills_dir.py","SAME","65EB85624C502E59A08005286C555E60E4B99B74488B3B1DCBFB41E6C3A56E1F","65EB85624C502E59A08005286C555E60E4B99B74488B3B1DCBFB41E6C3A56E1F"
"contract-kit-v17\src\webui\hub.html","SAME","63E02987AA46261971260DA3A9472CB98F4D2651175837AC711816444BE7B025","63E02987AA46261971260DA3A9472CB98F4D2651175837AC711816444BE7B025"
"skills\useful-skills\skills\cross-repo-testing\SKILL.md","SAME","6574BBA4D14D54EC88A87E4F3A0371491D0D04BBC91A3839EFB4A20681E68743","6574BBA4D14D54EC88A87E4F3A0371491D0D04BBC91A3839EFB4A20681E68743"
"contract-kit-v17\src\proof\coverage.py","SAME","A7697E957BE66A63D5C40F7923AD0C6D03A10630199FF324C11A694FE127FECB","A7697E957BE66A63D5C40F7923AD0C6D03A10630199FF324C11A694FE127FECB"
"skills\useful-skills\versions.mjs","SAME","DC1BF2FBCD2462D0FF3F2533C080B8F30E4A531C5F7E3F1B3916DE964C0071C2","DC1BF2FBCD2462D0FF3F2533C080B8F30E4A531C5F7E3F1B3916DE964C0071C2"
"contract-kit-v17\src\hermes\gateway_server.py","SAME","582F1A754BA72B54EFC970F9043E52BFD51C35E45AA678337969AE77EBEFB2B7","582F1A754BA72B54EFC970F9043E52BFD51C35E45AA678337969AE77EBEFB2B7"
"contract-kit-v17\src\webui\hub\panel_registry.py","SAME","F8616A37F451EFB68F02AF3279F0B1CEB11FE4863CEED071DD555CF6C1F674B8","F8616A37F451EFB68F02AF3279F0B1CEB11FE4863CEED071DD555CF6C1F674B8"
"contract-kit-v17\src\webui\panels\kilocode.js","SAME","4B24B039E81932C6253548A8406DE2560B781445EA45301A56A7623C1695E552","4B24B039E81932C6253548A8406DE2560B781445EA45301A56A7623C1695E552"
"contract-kit-v17\src\blockchain_audit\correction_validator.py","SAME","9EF8014C07DFD1F7B09F21148FD5CAFD4259443BF6F23A396F8A64082B5456BE","9EF8014C07DFD1F7B09F21148FD5CAFD4259443BF6F23A396F8A64082B5456BE"
"skills\useful-skills\skills\versions\content.d.ts","SAME","03A8D5E01C880270EB7CD89B8F3BC465E7CA5FBCCCE7EE093C300900B500C45E","03A8D5E01C880270EB7CD89B8F3BC465E7CA5FBCCCE7EE093C300900B500C45E"
"skills\useful-skills\progress.txt","SAME","95D6FC26A9F1DF0FD4E294E25883382246B88FFE95AFB66382B306740A3CCBDF","95D6FC26A9F1DF0FD4E294E25883382246B88FFE95AFB66382B306740A3CCBDF"
"agentic-truth\PARALLEL_AGENT_SCHEDULER.md","SAME","5A5666D8D6363583D365F1491B1C0785C34245F89E1A9B24F21A5F0C0893BB1A","5A5666D8D6363583D365F1491B1C0785C34245F89E1A9B24F21A5F0C0893BB1A"
"skills\useful-skills\cn-check\SKILL.md","SAME","63D7241F9CC0AB5A5A810A4774C9C5928F95A96BD2C547597DDAF9A4FCB4B81F","63D7241F9CC0AB5A5A810A4774C9C5928F95A96BD2C547597DDAF9A4FCB4B81F"
"skills\useful-skills\skills\fix-py-line-too-long.md","SAME","37F0752854D63CE5B45640D214E10019513C1BE4C36CA4B938A6E2557F9DF4CC","37F0752854D63CE5B45640D214E10019513C1BE4C36CA4B938A6E2557F9DF4CC"
"contract-kit-v17\docs\diagrams\03_data_flow.svg","SAME","E95BA141484C6F91D555332F9454D38A0ED9106BD8FE73AFDE11AD47074686C7","E95BA141484C6F91D555332F9454D38A0ED9106BD8FE73AFDE11AD47074686C7"
"skills\useful-skills\skills\versions.js","SAME","8B6883116AFEEA3F13D40CD82A369E9D75BFB274FA098358F831B20146D1AD66","8B6883116AFEEA3F13D40CD82A369E9D75BFB274FA098358F831B20146D1AD66"
"skills\useful-skills\versions\index.d.mts","SAME","3EE4E0E4AB0CCD7EF1B098558C57E58BF38EA02E2825BAC1CBE10274DF881034","3EE4E0E4AB0CCD7EF1B098558C57E58BF38EA02E2825BAC1CBE10274DF881034"
"contract-kit-v17\src\proof\test_runner.py","SAME","268A9B9D57AC7DD745281D2AAC15AE61AE7A738894DB349F2A8DFDD4A51CB28F","268A9B9D57AC7DD745281D2AAC15AE61AE7A738894DB349F2A8DFDD4A51CB28F"
"skills\useful-skills\skill.ts","SAME","7B52CCCE6EBCCF2B4FE94A0C5B577349AF90925FA8038C94F59569CE3EA39D5D","7B52CCCE6EBCCF2B4FE94A0C5B577349AF90925FA8038C94F59569CE3EA39D5D"
"skills\useful-skills\agent-builder.md","SAME","438AC7EC80B01198711D921E8A837CA5D96AC0833F8A860829AF234B8027C4CD","438AC7EC80B01198711D921E8A837CA5D96AC0833F8A860829AF234B8027C4CD"
"skills\useful-skills\agent_memory.md","SAME","E11970DEB4BAA137B0AD360BE56F83E1E4EA0E4EBF64CF0693DFC57BF8B9D8CB","E11970DEB4BAA137B0AD360BE56F83E1E4EA0E4EBF64CF0693DFC57BF8B9D8CB"
"skills\useful-skills\SkillTool.ts","SAME","CE7AF13E7FA6B850885DC00C405CC23C8EE82036674A16CABA4A8330AAE8F6F8","CE7AF13E7FA6B850885DC00C405CC23C8EE82036674A16CABA4A8330AAE8F6F8"
"contract-kit-v17\tests\e2e\test_webui_autofill.py","SAME","29B1AC4B85E5BBD87A4C580A1D99AC6CD6513DE0E7B3ECBB84C27ABFCE6BDF16","29B1AC4B85E5BBD87A4C580A1D99AC6CD6513DE0E7B3ECBB84C27ABFCE6BDF16"
"skills\useful-skills\content.mjs","SAME","86D16E1296317A0B30244709839124378FA35EDA537959FF7FB4AB1C673680C8","86D16E1296317A0B30244709839124378FA35EDA537959FF7FB4AB1C673680C8"
"skills\useful-skills\skills\versions\versions.ts","SAME","4DFCCF59DFBEE970A88936AA28C4243783C8CF1D431C05AC3FDD2568F5A30C04","4DFCCF59DFBEE970A88936AA28C4243783C8CF1D431C05AC3FDD2568F5A30C04"
"skills\useful-skills\skill-manager.ts","SAME","339E54479D2326D3BFC498BA098117A3892940FB347D99ED5F94D759AD51E3C3","339E54479D2326D3BFC498BA098117A3892940FB347D99ED5F94D759AD51E3C3"
"contract-kit-v17\src\integration\approval_store.py","SAME","1B1B4DCF5C6B1505A9EC28D87B502B727402130338713E9AE43960688872E65E","1B1B4DCF5C6B1505A9EC28D87B502B727402130338713E9AE43960688872E65E"
"skills\useful-skills\dependency.py","SAME","033129FC615876C7F6A561ABDB6E4BFFB02D79CE8B3CA40DF1DAE58B7786A422","033129FC615876C7F6A561ABDB6E4BFFB02D79CE8B3CA40DF1DAE58B7786A422"
"contract-kit-v17\tests\e2e\live_binding_proof.spec.ts","SAME","40CCD8A7F710B7BEFA7D2E7A5D83C42B87B9CC082F3AF3547A3AAACE9DABD4AB","40CCD8A7F710B7BEFA7D2E7A5D83C42B87B9CC082F3AF3547A3AAACE9DABD4AB"
"contract-kit-v17\tests\e2e\test_kilocode_agents.ts","SAME","55F0F1CB93D31859DA0C41CC6585C93ED6C139CAD0D8E2AD44A3E13DF613124F","55F0F1CB93D31859DA0C41CC6585C93ED6C139CAD0D8E2AD44A3E13DF613124F"
"contract-kit-v17\docs\08_DEPLOYMENT.md","SAME","D20FF8B2147DBC06A1716937FCBB1F4F66B1A279A48B2D04A21ABB4B1A1DA327","D20FF8B2147DBC06A1716937FCBB1F4F66B1A279A48B2D04A21ABB4B1A1DA327"
"skills\useful-skills\file_ops\file_ops.py","SAME","F3940A1064AE720355F5AEF0C14F8125CD52F612D0DC9D66256EC830FC45579A","F3940A1064AE720355F5AEF0C14F8125CD52F612D0DC9D66256EC830FC45579A"
